motion_file,primary_label,secondary_label,top_level_label,descriptions
00032_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks in a circle clockwise."", ""A person walks in a circle and looks facing down."", ""A person walks a circle in the right direction"", ""The human walks a circle (right turn)""]"
00033_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A Person walks in a circle clockwise."", ""A person walks in a circle to his right side.""]"
00034_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A human walking in a circle clockwise"", ""A person walks in a little circle.""]"
00035_annotations.json,walkingCircle,,walkingTurn,"[""a person walks a circle""]"
00036_annotations.json,walkingCircleClockwise,,walkingTurn,"[""a person walks in circle in clockwise direction""]"
00037_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks a circle clockwise."", ""A perons walks a circle clockwise"", ""a man walks in circle""]"
00038_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walking in a quarter circle to the right"", ""A person walks while turning to the right.""]"
00039_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person is walking forward four steps starting with the right foot and performing a right-turn of 90\u00b0"", ""A human performs a tight 90\u00b0 right curve""]"
00040_annotations.json,walkingTurnToRight,,walkingTurn,"[""a person walks 90\u00b0 of a circle to his right"", ""A person walks a quarter circle to the right, taking four steps."", ""A person is turning right while walking""]"
00041_annotations.json,walkingTurnToRight,,walkingTurn,"[""Someone walks three steps in curve to the right"", ""A person walks a small half circle."", ""Somebody walks a quarter circle in clockwise direction""]"
00042_annotations.json,walkingTurnToRight,,walkingTurn,"[""Subject walks a quarter circle clockwise."", ""A person walks in a 90\u00b0 curve to his right."", ""A person waits on a ATM line and then goes to the machine."", ""a human sit""]"
00043_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks clockwise in a circle with 4 steps."", ""A human performs a tight 90\u00b0 curve to the right"", ""a human sit down""]"
00044_annotations.json,walkingTurnToRight,,walkingTurn,"[""a person walks a quarter rightwards circle"", ""A person walks in a quarter circle.""]"
00045_annotations.json,walkingTurnToRight,,walkingTurn,"[""human walks in a quater circle clockwise""]"
00046_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks a quarter circle clockwise with 4 steps.""]"
00047_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person is walking a left-turn"", ""A person walking forward in a 90\u00b0 curve."", ""A person walks a quarter circle to the right, taking four steps.""]"
00048_annotations.json,walkingBackward,,walking,"[""Person walking backwards"", ""human goes backwards starting with left""]"
00049_annotations.json,walkingForward,,walking,"[""Subject walks backwards."", ""A person takes 4 steps backwards starting with left."", ""A person walks some steps backwards""]"
00050_annotations.json,walkingBackwardSlow,,walking,"[""Person walking backwards"", ""Someone walks slowly backwards"", ""A person makes 4 steps backwards.""]"
00051_annotations.json,walkingBackward,,walking,"[""A person walks backwards.""]"
00052_annotations.json,walkingBackward,,walking,"[""the person is walking backwards"", ""a person walks some steps backwards""]"
00053_annotations.json,walkingBackwardSlow,,walking,"[""A person walking backwards for 4 steps"", ""A person slowly walking backwards."", ""someone walks straight reverse and stop in four steps.""]"
00054_annotations.json,walkingBackward,,walking,"[""A person is walking backwards in a straight line."", ""human goes backwards starting with left""]"
00055_annotations.json,walkingBackward,,walking,"[""A person walks backward 4 steps."", ""Someone walks backwards 4 steps starting with the left leg."", ""a person takes some steps backwards""]"
00056_annotations.json,walkingBackward,,walking,"[""A human walking backwards"", ""The human is walking backwards""]"
00057_annotations.json,walkingBackward,,walking,"[""A person walks backwards."", ""Someone is walking backwards 4 steps starting with the left leg.""]"
00058_annotations.json,walkingCircle,,walkingTurn,"[""a person walks in circle""]"
00059_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""human goes in a circle counterclockwise"", ""A human is walking in a circle to its left.""]"
00060_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A human walking in a circle counterclockwise""]"
00061_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""Someone walks in a counter-clockwise circle."", ""A human walks in a circle with a diameter of 2m."", ""Someone walk in a full counter-clockwise circle."", ""A person walks in a full circle."", ""Someone makes a circle"", ""He turns around."", ""A person walks a circle."", ""someone walks one round"", ""A person walks a full anti-clockwise circle."", ""A person walks in a circle counterclockwise."", ""a person walks a circle to the left"", ""The human walks a circle"", ""A human walks in circle counterclockwise.""]"
00062_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks in a counter-clockwise circle."", ""a person walks in a circle to the left side""]"
00063_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person is walking in small circles."", ""a person walks in a circle to the left""]"
00064_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A human walking in a circle counterclockwise"", ""Someone is walking a circle to the left.""]"
00065_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""Someone walks in a circle to the left.""]"
00066_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walking in a circle to the left.""]"
00067_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks in a counter-clockwise circle."", ""A human walks in a counter-clockwise circle."", ""Person walking in a circle"", ""Someone walks around slowly."", ""walking in a small circle"", ""The person walked in a circle."", ""a person walks a circle."", ""A person walks in a circle to his left side."", ""human goes in a circle counterclockwise"", ""someone walks a anticlockwise.""]"
00068_annotations.json,walkingCircle,,walkingTurn,"[""Someone walks a right circle.""]"
00069_annotations.json,walkingCircleClockwise,,walkingTurn,"[""a person is walking in a clockwise circle""]"
00070_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks a circle clockwise."", ""Someone walks in a small circle to the right.""]"
00071_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A human walking in a circle clockwise"", ""A person walks a circle, radius approximatly 1,5 m""]"
00072_annotations.json,walkingCircle,,walkingTurn,"[""A person walks in a circle.""]"
00073_annotations.json,walkingCircle,,walkingTurn,"[""A person walks in a circle.""]"
00074_annotations.json,walkingCircle,,walkingTurn,"[""A person is walking in a small circle.""]"
00075_annotations.json,walkingCircleClockwise,,walkingTurn,"[""Subject walks in a circle clockwise."", ""A person walks a right sided circle, radius approximatly 50cm""]"
00076_annotations.json,walkingCircle,,walkingTurn,"[""A person walking in a circle to the right.""]"
00077_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks in a clockwise circle."", ""A person walks in a clockwise circle."", ""A Person walking in a Circle."", ""A person turns to his right ."", ""someone is walking one round to his side"", ""A person is walking to the left by making a circle shape"", ""A person goes around in a circuit"", ""a person walks in a circle to the right"", ""Somebody walks a circle clockwise.""]"
00078_annotations.json,walkingTurnToLeft,,walkingTurn,"[""Subject walks in a quarter circle counterclockwise."", ""A person walks a quarter, left-sided circle""]"
00079_annotations.json,walkingTurnToLeft,,walkingTurn,"[""the person is walking to the left by following a half circle path"", ""A person moves to the left."", ""a person walks to the left"", ""Somebody walks a quarter circle anticlockwise.""]"
00080_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks in a quarter circle."", ""A person is walking a quarter circle to the left."", ""A person walks in a quarter of a small circle.""]"
00081_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks and turns to the left"", ""Someone walks a left turn""]"
00082_annotations.json,walkingTurnToLeft,,walkingTurn,"[""Subject walks in a quarter circle counterclockwise."", ""a person walks to the left performing a quarter circle""]"
00083_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A human makes a left turn."", ""A person goes left around a corner""]"
00084_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walking slowly in a quartercircle to the left""]"
00085_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A human walks a quarter of a circle to the left."", ""The human perfoms a left turn""]"
00086_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks a 90 degrees curve to the left."", ""somebody walks a quarter circle against the clockwise direction.""]"
00087_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks towards the left."", ""human goes in a quater circle counterclockwise starting with left"", ""A person walking a left turn""]"
00088_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person is turning right.""]"
00089_annotations.json,walkingTurnToRight,,walkingTurn,"[""A human walks a quarter of a circle to the right.""]"
00090_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks and turns to the right.""]"
00091_annotations.json,walkingTurnToRight,,walkingTurn,"[""a person walks in a right turn"", ""A person walks a quarter circle clockwise.""]"
00092_annotations.json,walkingTurnToRight,,walkingTurn,"[""the person is making a wide turn to the right"", ""a person walks in a quarter circle to the right""]"
00093_annotations.json,walkingTurnToRight,,walkingTurn,"[""Person walking to the right"", ""human goes in a quarter circle clockwise starting with right"", ""Someone is walking a quarter circle to the right.""]"
00094_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walking in a quarter circle to the right"", ""The human perfoms a right turn"", ""someone slowly turns a right corner.""]"
00095_annotations.json,walkingTurnToRight,,walkingTurn,"[""A human turning right"", ""A human performs a 90\u00b0 right curve"", ""A person walks in a curve to the right.""]"
00096_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right.""]"
00097_annotations.json,walkingTurnToRight,,walkingTurn,"[""human goes in quater circle clockwise"", ""A person walks a quarter circle to the right."", ""A person turns right."", ""A person walks slowly a right curve""]"
00098_annotations.json,walkingForward,walkingForwardSlow,walking,"[""the person is performing a forward walk"", ""A person is walking relaxed"", ""A person is walking forward."", ""a person walks slowly forwards"", ""A person walks forward."", ""A person walks forwards.""]"
00099_annotations.json,walkingForwardSlow,,walking,"[""a person walk 5 steps forward"", ""A human is slowly moving forward"", ""A person takes 4 steps forward."", ""A person takes 4 forward steps.""]"
00100_annotations.json,walkingForward,,walking,"[""A person walks forward.""]"
00101_annotations.json,walkingForward,,walking,"[""A person walks 2 meters forward."", ""A person is walking.""]"
00102_annotations.json,walkingForward,,walking,"[""The subject walks forward."", ""Person walking forwards"", ""Someone walks away."", ""A person walks forward"", ""A person just walks"", ""a person walks straight forward some steps"", ""A person walks 5 steps beginning with the left foot.""]"
00103_annotations.json,walkingForwardSlow,,walking,"[""Someone moves forward in a slow walk"", ""A person walks slowly forwards.""]"
00104_annotations.json,walkingForward,,walking,"[""A person walks forward""]"
00105_annotations.json,walkingForward,,walking,"[""a person walks forward"", ""human goes forward""]"
00106_annotations.json,walkingForward,,walking,"[""A human looking to the left and then walking forwards"", ""A person walks forwards."", ""A person walks.""]"
00107_annotations.json,walkingForward,,walking,"[""A human walking forward""]"
00108_annotations.json,walkingForward,,walking,"[""A person walks backwards."", ""A person walks backwards."", ""A person walks backwards four steps."", ""A person is stepping back."", ""slowly backing off"", ""Someone is doing a few steps backwards."", ""Person walking backwards"", ""A person walks four steps backwards"", ""A person walks 5 steps backward."", ""A person moves backward some meters"", ""A human is walking backwards tilting its head a little bit beforehand"", ""A person does 4 steps backwards"", ""A person walking backwards while moving slightly to his left"", ""A person backing away from something"", ""human goes backwards"", ""a man walks backwards""]"
00109_annotations.json,walkingForward,,walking,"[""A person walks 4 steps backwards.""]"
00110_annotations.json,walkingBackward,,walking,"[""A person walks backwards, arms swinging by his side."", ""human goes backwards starting with left"", ""a person walks backwards"", ""a man is walking backwards""]"
00111_annotations.json,walkingBackward,,walking,"[""A person walks backward at medium speed."", ""A person walking backwards""]"
00112_annotations.json,walkingBackwardSlow,,walking,"[""Someone walks backwards."", ""A human is slowly walking backwards"", ""A person walks backwards.""]"
00113_annotations.json,walkingForward,,walking,"[""A person walks four steps backward."", ""human goes backwards""]"
00114_annotations.json,walkingBackwardSlow,,walking,"[""A person walking backwards."", ""A person walking backwards"", ""someone walks backwards"", ""A person walks backwards"", ""human slowly goes backwards""]"
00116_annotations.json,walkingBackward,,walking,"[""A persons walks backward with medium speed."", ""Someone is walking backwards starting with the left leg."", ""a person walds backwards some steps"", ""Walking backwards for a few steps."", ""A person walks backwards."", ""A person walks backwards for five steps.""]"
00117_annotations.json,walkingBackward,,walking,"[""A person walks backwards.""]"
00118_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""human walks in a circle counterclockwise"", ""Someone is walking in a circle counterclockwise."", ""a person walks in a circle to the left""]"
00119_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks in a circle to the left."", ""Somebody walks a 7/8 circle anticlockwise.""]"
00120_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks counterclockwise in a small circle.""]"
00121_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks counter-clockwise in an incomplete circle and stops facing to the right relative to the starting position."", ""The human walks a circle""]"
00122_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks counterclockwise in a small circle."", ""A person walks counte clockwise in a circle."", ""a person walks in a circle""]"
00123_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks in a circle counter-clockwise.""]"
00124_annotations.json,walkingCircle,,walkingTurn,"[""A human walks in a full circle."", ""a persons walks in a circle to the left""]"
00125_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""a person walks in a circle counterclockwise"", ""The human walks a circle""]"
00126_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A human walking in a circle counterclockwise"", ""a person walks in a circle to the left""]"
00127_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person moves in a circle counterclockwise.""]"
00128_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A human walking in a circle clockwise""]"
00129_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks in a clockwise circle."", ""A human performs a full 360\u00b0 curve to the right, ending where it started""]"
00130_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks in a small circle, to the right."", ""human goes in a circle clockwise starting with right"", ""a person walks in a circle to the right"", ""Person walking in a circle.""]"
00131_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks a full circle"", ""a person walks a circle to the right""]"
00132_annotations.json,walkingCircleClockwise,,walkingTurn,"[""Person walking in a circle"", ""Someone walks in a clockwise circle""]"
00133_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A human walking in a circle clockwise"", ""a person walks a circle to the right""]"
00134_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks a circle clockwise."", ""a person walks a circle to the right""]"
00135_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks clockwise in a circle.""]"
00136_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A human walking in a circle clockwise"", ""A person is walking in a circle clockwise."", ""A human goes around the circle clockwise"", ""someone walks a larger clockwise."", ""a person walks in a circle to the right""]"
00137_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks clockwise in a small circle.""]"
00138_annotations.json,walkingTurnToLeft,,walkingTurn,"[""The human walks a left bend.""]"
00139_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A human walks and turns to the left."", ""A person is walking in a curve to left."", ""A person turns left.""]"
00140_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A human is making a counter-clockwise turn."", ""A person is walking a quarter counter-clockwise circle"", ""a person walks to the left performin a quater circle"", ""A person turns left.""]"
00141_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person starts walking in a circular motion towards the left."", ""A person walks a 90 degree curve to the left."", ""A person walks in a quarter circle.""]"
00142_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks around a corner."", ""A person walks and turns 90 degrees to the left."", ""a person walks a quarter circle to the left""]"
00143_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person turns 90\u00b0 to the left at medium speed.""]"
00144_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks a quarter of a small circle counterclockwise."", ""Subject walks in a quarter circle counterclockwise."", ""Some walks a quarter circle to the left.""]"
00145_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks and turns to the left."", ""A person walks in a quarter-circle."", ""a human performing a U-turn"", ""A person is walking two meters straight, than one step to the left."", ""A person walks along and turns to the left."", ""A person walks a curve to the left"", ""someone is walking a quarter round to his left side"", ""A person walks a 90 degree turn towards the left"", ""A person first walks and then turns to the left"", ""A person walks to the left"", ""A human is walking in a 90\u00b0 right curve"", ""Someone walks in a quarter circle to the left.""]"
00146_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A human turning left"", ""A person walks a left turn of 90 degrees.""]"
00147_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks forwards, slowly turning to the left and stops."", ""Someone walks a left turn"", ""A person turns left.""]"
00148_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks in a quarter circle clockwise with 4 steps."", ""A person walks a quarter, right sided circle""]"
00149_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks a quarter circle clockwise with 4 steps."", ""human performs a bending walking movement to the right""]"
00150_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks forward while gradually turning to the right.""]"
00151_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person is turning right."", ""A human is walking in a quarter of a circle to the right."", ""A human is performing a 90\u00b0 right curve""]"
00152_annotations.json,walkingTurnToRight,,walkingTurn,"[""Person walking to the right"", ""A person walks and turns right"", ""a person walks to the right""]"
00153_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person goes to the right slowly."", ""A person walks a right curve""]"
00154_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right at medium speed."", ""a person walks to the right in a quter circle""]"
00155_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right."", ""A person slowly walks a 90\u00b0 turn in four steps""]"
00156_annotations.json,walkingTurnToRight,,walkingTurn,"[""the person is first walking ahead and then turning to the right""]"
00157_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right.""]"
00158_annotations.json,walkingForwardSlow,,walking,"[""Person walking forwards"", ""someone walks slowly"", ""A person walks forward"", ""A human takes slow steps forward"", ""A person walks forward.""]"
00159_annotations.json,walkingForwardSlow,,walking,"[""a person is walking slowly and stops"", ""a person walks forward""]"
00160_annotations.json,walkingForward,,walking,"[""A person walks forward"", ""Someone walks forward""]"
00161_annotations.json,walkingForwardSlow,,walking,"[""A person goes slowly 5 steps forward."", ""A person walks slowly forward."", ""A person slowly walks 4 steps forwards.""]"
00162_annotations.json,walkingForward,,walking,"[""A person walks 4 steps forward."", ""A person walks 4 steps.""]"
00163_annotations.json,walkingForward,,walking,"[""A person walks forward."", ""a person walks a few steps forwards""]"
00164_annotations.json,walkingForward,,walking,"[""A person walks forward"", ""A person walks 4 steps forward.""]"
00165_annotations.json,walkingForwardSlow,,walking,"[""Someone walks forward"", ""a person takes 5 steps forward"", ""a person walks forwards quite slow""]"
00166_annotations.json,walkingForwardSlow,,walking,"[""A human walking slowly""]"
00167_annotations.json,walkingForward,,walking,"[""the person is walking forward"", ""The human perfoms a couple of steps"", ""A person walks forward""]"
00168_annotations.json,walkingBackward,,walking,"[""A human goes slowly 5 steps backward."", ""A person takes 5 steps backwards staring with the left foot."", ""A person walks backwards."", ""A person walks five steps backwards.""]"
00169_annotations.json,walkingForward,,walking,"[""A person walking backwards 4 steps with relatively small steps"", ""A person takes 4 steps backwards starting with the left foot."", ""A person takes five backward steps.""]"
00170_annotations.json,walkingBackward,,walking,"[""the person is walking backwards"", ""A person walkes backward.""]"
00171_annotations.json,walkingBackwardSlow,,walking,"[""a person walks slowly five steps backwards"", ""A person is walking backwards."", ""Someone walks backwards.""]"
00172_annotations.json,walkingForward,,walking,"[""A person goes back 4 steps.""]"
00173_annotations.json,walkingBackward,,walking,"[""A human walking backwards"", ""A person steps backwards"", ""a person takes some steps backwards""]"
00174_annotations.json,walkingForward,,walking,"[""A person takes four steps back."", ""A person walks back some meters""]"
00175_annotations.json,walkingForward,,walking,"[""A person walks 4 steps to the backward direction."", ""A person makes 4 steps backwards."", ""a person walks backwards"", ""A person slowly retreats"", ""Someone walks backwards.""]"
00176_annotations.json,walkingForward,,walking,"[""a person walks a few steps backwards"", ""a person walks backwards about 4 steps""]"
00177_annotations.json,walkingBackward,,walking,"[""A person walks backwards"", ""Someone walks backward"", ""A person walks backwards."", ""A person slowly walks backward."", ""A person walks 5 steps backwards."", ""A person taking a few steps backwards""]"
00178_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A human walking in circles"", ""A person walks in a counter-clockwise circle."", ""some walks anticlockwise."", ""a person walks in a circle to the left""]"
00179_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks around in a circle anti-clockwise."", ""Someone walks in a circle counterclockwise"", ""A person walks in a circle to the left taking 8 steps.""]"
00180_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""a person walks in a circle to the left"", ""A person is walking in a circle counter-clockwise."", ""a human is walking in circle""]"
00181_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks in a small circle counterclockwise."", ""A human walks in circles counterclockwise making long steps.""]"
00182_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks clockwise in a circle.""]"
00183_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks in circles."", ""A person walks forward counterclockwise in a circle"", ""a person walks in a circle to the left""]"
00184_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A person walks slowly in a counterclockwise small circle.""]"
00185_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""A human walks in a counter-clockwise circle.""]"
00186_annotations.json,walkingCircleCounterClockwise,,walkingTurn,"[""a person walks a circle"", ""Subject walks in a circle counterclockwise.""]"
00187_annotations.json,walkingCircle,,walkingTurn,"[""A person walking in a circle to the left.""]"
00188_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks in a clockwise circle.""]"
00189_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A human is walking clockwise in a circle."", ""a person walks a circle to the right""]"
00190_annotations.json,walkingCircle,,walkingTurn,"[""A person walks a circle.""]"
00191_annotations.json,walkingCircleClockwise,,walkingTurn,"[""Someone walks a clockwise circle"", ""a person is walking a clockwise circle"", ""A person walks in a circle."", ""A human is walking in circle to the right""]"
00192_annotations.json,walkingCircle,,walkingTurn,"[""the person is walking in a circular shape"", ""Person walks a circle.""]"
00193_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks in a circle clockwise.""]"
00194_annotations.json,walkingCircleClockwise,,walkingTurn,"[""Someone is walking a small clockwise circle."", ""A person walks in circle to his right side."", ""a person walks in a circle to the right""]"
00195_annotations.json,walkingCircleClockwise,,walkingTurn,"[""A person walks a circle clockwise.""]"
00196_annotations.json,walkingCircleClockwise,,walkingTurn,"[""Someone walks in a clockwise circle"", ""human goes in a circle clockwise starting with right""]"
00197_annotations.json,walkingCircle,,walkingTurn,"[""A person walking in a circle to the right"", ""a person walks in a cirlce to the right""]"
00198_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person goes to the right.""]"
00199_annotations.json,walkingTurnToRight,,walkingTurn,"[""The human walks a right bend."", ""Somone walks in a quarter circle to the right.""]"
00200_annotations.json,walkingTurnToRight,,walkingTurn,"[""Someone walks in a slight right curve""]"
00201_annotations.json,walkingTurnToRight,,walkingTurn,"[""Person walking to the right"", ""human goes in a quarter circle clockwise starting with right""]"
00202_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person is walking forward starting with the right feet and performing five steps while turning to the right with an angle of 90\u00b0"", ""a person walks in a quarter circle to the right""]"
00203_annotations.json,walkingTurnToRight,,walkingTurn,"[""a person walks a quarter circle to the right""]"
00204_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns 90\u00b0 to the right at medium speed."", ""A person is turning right while walking""]"
00205_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks to the right.""]"
00206_annotations.json,walkingTurnToRight,,walkingTurn,"[""A human is making a clockwise turn."", ""A Person is walking a quarter circle in clockwise direction.""]"
00207_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right."", ""A person walks a quarter circle clockwise with 4 steps."", ""A person walks a 90\u00b0 curve to his right."", ""someone turns right.""]"
00208_annotations.json,walkingForwardSlow,,walking,"[""A person walks forward very slowly"", ""Subject walks forward slowly."", ""a person walks forward quite slow""]"
00209_annotations.json,walkingForwardSlow,,walking,"[""a person walks slowly and stops"", ""A person walks straight forwards for some meters""]"
